well,field,value
49-005-54848,Sycamore,10
49-005-54851,Sycamore,10
49-005-54855,ustang,10
49-005-54858,ustang,10
49-005-54861,ustang,10
49-005-54863,ustang,10
49-005-54864,ustang,10
49-005-54866,ustang,10
49-005-54870,ustang,10
49-005-54871,ustang,10
49-005-54873,ustang,10
49-005-54874,ustang,10
49-005-54876,Crenshaw Hill,10
49-005-54879,Sagebrush,10
49-005-54880,Sagebrush,10
49-005-54881,Sagebrush,10
49-005-54884,Sagebrush,10
49-005-54885,Sagebrush,10
49-005-54888,Gas Draw,10
49-005-54925,Sycamore,10
49-005-54926,Sycamore,10
49-005-54928,Sycamore,10
49-005-54930,Sycamore,10
49-005-54932,Sycamore,10
49-005-54934,Sycamore,10
49-005-55006,ission,10
49-005-55007,ission,10
49-005-55008,ission,10
49-005-55009,ission,10
49-005-55010,ission,10
49-005-55011,ission,10
49-005-55012,ission,10
49-005-55057,Oneok House Creek #24,10
49-005-55060,Oneok House Creek #24,10
49-005-55061,Oneok House Creek #24,10
49-005-55062,Oneok House Creek #24,10
49-005-55063,Oneok House Creek #24,10
49-005-55064,Oneok House Creek #24,10
49-005-55065,Oneok House Creek #24,10
49-005-55066,Oneok House Creek #24,10
49-005-55067,Oneok House Creek #24,10
49-005-55068,Oneok House Creek #24,10
49-005-55069,Oneok House Creek #24,10
49-005-55070,Oneok House Creek #24,10
49-005-55071,Oneok House Creek #24,10
49-005-55072,Oneok House Creek #24,10
49-005-55073,Oneok House Creek #24,10
49-005-55074,Oneok House Creek #24,10
49-005-55075,Oneok House Creek #24,10
49-005-55190,Chicken,10
49-005-55191,Chicken,10
49-005-55192,Chicken,10
49-005-55193,Chicken,10
49-005-55194,Chicken,10
49-005-55224,Turbine,10
49-005-55225,Turbine,10
49-005-55228,Turbine,10
49-005-55229,Turbine,10
49-005-55232,Turbine,10
49-005-55233,Turbine,10
49-005-55236,Turbine,10
49-005-55237,Turbine,10
49-005-55240,Turbine,10
49-005-55243,Turbine,10
49-005-55244,Turbine,10
49-005-55245,Turbine,10
49-005-55247,Turbine,10
49-005-55251,Turbine,10
49-005-55252,Turbine,10
49-005-55253,Turbine,10
49-005-55254,Turbine,10
49-005-55258,Turbine,10
49-005-55259,Turbine,10
49-005-55260,Turbine,10
49-005-55261,Turbine,10
49-005-55262,Turbine,10
49-005-55265,Turbine,10
49-005-55267,Turbine,10
49-005-55268,Turbine,10
49-005-55270,Turbine,10
49-005-55271,Turbine,10
49-005-55275,Turbine,10
49-005-55276,Turbine,10
49-005-55277,Turbine,10
49-005-55278,Turbine,10
49-005-55279,Turbine,10
49-005-55280,Turbine,10
49-005-55348,Wildcat,10
49-005-55356,Wildcat,10
49-005-55415,Sagebrush,10
49-005-55422,Opossum,10
49-005-55474,Crenshaw Hill,10
49-005-55475,ustang,10
49-005-55476,ustang,10
49-005-55478,ustang,10
49-005-55480,Sycamore,10
49-005-55483,Sycamore,10
49-005-55486,Sycamore,10
49-005-55489,ustang,10
49-005-55490,ustang,10
49-005-55494,ustang,10
49-005-55501,Tabitha,10
49-005-55527,Butcher,10
49-005-55565,Sycamore,10
49-005-55567,Sycamore,10
49-005-55568,Tabitha,10
49-005-55569,Tabitha,10
49-005-55606,Wildcat,10
49-005-55678,Sycamore,10
49-005-55681,Sycamore,10
49-005-55688,Sycamore,10
49-005-55689,Sycamore,10
49-005-55690,Sycamore,10
49-005-55691,Sycamore,10
49-005-55692,Sycamore,10
49-005-55693,Sycamore,10
49-005-55695,Sycamore,10
49-005-55696,Sycamore,10
49-005-55697,Sycamore,10
49-005-55717,Pearson Draw,10
49-005-55719,Surfer,10
49-005-55724,Butcher,10
49-005-55792,Sycamore,10
49-005-55793,Tabitha,10
49-005-55794,Sycamore,10
49-005-55922,Tabitha,10
49-005-55925,Tabitha,10
49-005-55927,Tabitha,10
49-005-55929,ustang,10
49-005-55930,Wildcat,10
49-005-55931,ustang,10
49-005-55935,Tabitha,10
49-005-55938,Crenshaw Hill,10
49-005-55939,ustang,10
49-005-55941,Crenshaw Hill,10
49-005-55942,Crenshaw Hill,10
49-005-55943,Crenshaw Hill,10
49-005-55945,Crenshaw Hill,10
49-005-55946,Crenshaw Hill,10
49-005-55947,Crenshaw Hill,10
49-005-55948,Crenshaw Hill,10
49-005-55955,ustang,10
49-005-55959,Crenshaw Hill,10
49-005-56043,Dry Willow,10
49-005-56044,Dry Willow,10
49-005-56046,Dry Willow,10
49-005-56105,Sycamore,10
49-005-56164,Sycamore,10
49-005-56171,Sycamore,10
49-005-56173,Sycamore,10
49-005-56174,Sycamore,10
49-005-56181,Tabitha,10
49-005-56192,Tabitha,10
49-005-56193,Tabitha,10
49-005-56194,Tabitha,10
49-005-56195,Tabitha,10
49-005-56196,Tabitha,10
49-005-56197,Tabitha,10
49-005-56198,Tabitha,10
49-005-56199,Tabitha,10
49-005-56200,Tabitha,10
49-005-56201,Tabitha,10
49-005-56202,Sycamore,10
49-005-56274,Butcher,10
49-005-56275,Butcher,10
49-005-56277,Butcher,10
49-005-56278,Butcher,10
49-005-56279,Butcher,10
49-005-56280,Butcher,10
49-005-56281,Butcher,10
49-005-56282,Butcher,10
49-005-56284,Butcher,10
49-005-56285,Butcher,10
49-005-56286,Butcher,10
49-005-56287,Butcher,10
49-005-56318,Gas Draw,10
49-005-56324,Sycamore,10
49-005-56325,Sycamore,10
49-005-56326,Sycamore,10
49-005-56362,Pebble Beach,10
49-005-56363,Pebble Beach,10
49-005-56364,Pebble Beach,10
49-005-56365,Pebble Beach,10
49-005-56368,Butcher,10
49-005-56460,West Pine Tree,10
49-005-56461,West Pine Tree,10
49-005-56463,West Pine Tree,10
49-005-56638,Dry Willow,10
49-005-56814,Gas Draw,10
49-005-56944,West Pine Tree,10
49-005-56945,West Pine Tree,10
49-005-56946,West Pine Tree,10
49-005-56947,West Pine Tree,10
49-005-56948,West Pine Tree,10
49-005-56949,West Pine Tree,10
49-005-56950,West Pine Tree,10
49-005-56951,West Pine Tree,10
49-005-56953,West Pine Tree,10
49-005-56955,West Pine Tree,10
49-005-56956,West Pine Tree,10
49-005-56957,West Pine Tree,10
49-005-56958,West Pine Tree,10
49-005-56959,West Pine Tree,10
49-005-56960,West Pine Tree,10
49-005-56972,Winter Park,10
49-005-56981,Winter Park,10
49-005-56982,Winter Park,10
49-005-56983,Winter Park,10
49-005-56989,Winter Park,10
49-005-56995,Winter Park,10
49-005-56997,Winter Park,10
49-005-56999,Winter Park,10
49-005-57013,Winter Park,10
49-005-57047,Winter Park,10
49-005-57049,Winter Park,10
49-005-57051,Winter Park,10
49-005-57162,Sycamore,10
49-005-57283,The Chair,10
49-005-57324,Wildcat,10
49-005-57325,Wildcat,10
49-005-57326,Wildcat,10
49-005-57327,Wildcat,10
49-005-57328,Wildcat,10
49-005-57331,Wildcat,10
49-005-57397,Dry Willow,10
49-005-57411,Wormwood,10
49-005-57412,Sagebrush,10
49-005-57413,Wormwood,10
49-005-57414,Wormwood,10
49-005-57415,Wormwood,10
49-005-57416,Sagebrush,10
49-005-57417,Sagebrush,10
49-005-57418,Sagebrush,10
49-005-57419,Wormwood,10
49-005-57420,Wormwood,10
49-005-57421,Sagebrush,10
49-005-57422,Sagebrush,10
49-005-57423,Sagebrush,10
49-005-57424,Sagebrush,10
49-005-57425,Sagebrush,10
49-005-57426,Wormwood,10
49-005-57427,Wormwood,10
49-005-57428,Wormwood,10
49-005-57429,Sagebrush,10
49-005-57430,Sagebrush,10
49-005-57431,Sagebrush,10
49-005-57432,Wormwood,10
49-005-57433,Wormwood,10
49-005-57434,Wormwood,10
49-005-57435,Sagebrush,10
49-005-57436,Sagebrush,10
49-005-57437,Sagebrush,10
49-005-57438,Sagebrush,10
49-005-57439,Sagebrush,10
49-005-57440,Sagebrush,10
49-005-57441,Sagebrush,10
49-005-57442,Wormwood,10
49-005-57443,Wormwood,10
49-005-57444,Sagebrush,10
49-005-57445,Sagebrush,10
49-005-57446,Sagebrush,10
49-005-57447,Sagebrush,10
49-005-57448,Wormwood,10
49-005-57449,Wormwood,10
49-005-57450,Sagebrush,10
49-005-57451,Sagebrush,10
49-005-57452,Wormwood,10
49-005-57468,Dry Willow,10
49-005-57469,Dry Willow,10
49-005-57470,Dry Willow,10
49-005-57471,Dry Willow,10
49-005-57472,Dry Willow,10
49-005-57473,Dry Willow,10
49-005-57474,Dry Willow,10
49-005-57475,Dry Willow,10
49-005-57476,Dry Willow,10
49-005-57477,Dry Willow,10
49-005-57480,Dry Willow,10
49-005-57481,Dry Willow,10
49-005-57482,Dry Willow,10
49-005-57483,Dry Willow,10
49-005-57485,Dry Willow,10
49-005-57486,Dry Willow,10
49-005-57487,Dry Willow,10
49-005-57488,Dry Willow,10
49-005-57489,Dry Willow,10
49-005-57490,Dry Willow,10
49-005-57491,Dry Willow,10
49-005-57492,Dry Willow,10
49-005-57493,Dry Willow,10
49-005-57494,Dry Willow,10
49-005-57579,Gas Draw,10
49-005-57582,Pebble Beach,10
49-005-57585,Pebble Beach,10
49-005-57586,Pebble Beach,10
49-005-57590,Pebble Beach,10
49-005-57592,Pebble Beach,10
49-005-57596,Pebble Beach,10
49-005-57597,Wormwood,10
49-005-57598,Wormwood,10
49-005-57605,Pebble Beach,10
49-005-57607,Pebble Beach,10
49-005-57626,Pebble Beach,10
49-005-57628,Pebble Beach,10
49-005-57870,ustang,10
49-005-57872,ustang,10
49-005-57874,ustang,10
49-005-57876,Tabitha,10
49-005-57877,Tabitha,10
49-005-57879,Tabitha,10
49-005-57881,ustang,10
49-005-57887,ustang,10
49-005-57888,ustang,10
49-005-57890,ustang,10
49-005-57891,ustang,10
49-005-57892,ustang,10
49-005-57895,ustang,10
49-005-57897,ustang,10
49-005-57901,Tabitha,10
49-005-57902,Tabitha,10
49-005-57904,Tabitha,10
49-005-57906,Tabitha,10
49-005-57907,Tabitha,10
49-005-57909,Tabitha,10
49-005-57910,Tabitha,10
49-005-57911,Tabitha,10
49-005-57912,ustang,10
49-005-57913,Tabitha,10
49-005-57914,ustang,10
49-005-57915,Tabitha,10
49-005-57916,ustang,10
49-005-57917,Tabitha,10
49-005-57918,Tabitha,10
49-005-57919,ustang,10
49-005-57921,ustang,10
49-005-57922,ustang,10
49-005-57935,Sagebrush,10
49-005-57936,Sagebrush,10
49-005-57937,Wormwood,10
49-005-58011,Winter Park,10
49-005-58019,Dry Willow,10
49-005-58020,Wormwood,10
49-005-58021,Wormwood,10
49-005-58022,Dry Willow,10
49-005-58023,Dry Willow,10
49-005-58024,Dry Willow,10
49-005-58025,Dry Willow,10
49-005-58026,Dry Willow,10
49-005-58027,Dry Willow,10
49-005-58028,Dry Willow,10
49-005-58030,Dry Willow,10
49-005-58031,Dry Willow,10
49-005-58032,Dry Willow,10
49-005-58033,Dry Willow,10
49-005-58034,Dry Willow,10
49-005-58035,Dry Willow,10
49-005-58036,Dry Willow,10
49-005-58037,Dry Willow,10
49-005-58038,Dry Willow,10
49-005-58039,Dry Willow,10
49-005-58041,Dry Willow,10
49-005-58042,Dry Willow,10
49-005-58043,Dallas,10
49-005-58044,Dallas,10
49-005-58045,Dry Willow,10
49-005-58046,Dry Willow,10
49-005-58047,Dallas,10
49-005-58048,Dry Willow,10
49-005-58049,Dry Willow,10
49-005-58050,Dry Willow,10
49-005-58051,Dry Willow,10
49-005-58052,Dry Willow,10
49-005-58053,Dry Willow,10
49-005-58054,Dry Willow,10
49-005-58056,Dry Willow,10
49-005-58057,Dry Willow,10
49-005-58060,Dry Willow,10
49-005-58061,Dry Willow,10
49-005-58062,Dry Willow,10
49-005-58063,Dry Willow,10
49-005-58064,Dry Willow,10
49-005-58065,Dry Willow,10
49-005-58066,Dry Willow,10
49-005-58067,Dry Willow,10
49-005-58068,Dry Willow,10
49-005-58069,Dry Willow,10
49-005-58070,Dry Willow,10
49-005-58071,Dry Willow,10
49-005-58072,Dallas,10
49-005-58073,Dallas,10
49-005-58074,Dallas,10
49-005-58075,Dallas,10
49-005-58076,Dallas,10
49-005-58077,Dallas,10
49-005-58078,Dallas,10
49-005-58079,Dallas,10
49-005-58080,Dry Willow,10
49-005-58081,Dry Willow,10
49-005-58082,Dry Willow,10
49-005-58083,Dry Willow,10
49-005-58084,Dry Willow,10
49-005-58085,Dry Willow,10
49-005-58086,Dry Willow,10
49-005-58087,Dry Willow,10
49-005-58088,Dry Willow,10
49-005-58089,Dry Willow,10
49-005-58090,Dry Willow,10
49-005-58091,Dry Willow,10
49-005-58092,Dry Willow,10
49-005-58093,Dry Willow,10
49-005-58094,Dry Willow,10
49-005-58095,Dry Willow,10
49-005-58096,Dry Willow,10
49-005-58098,Dry Willow,10
49-005-58099,Dallas,10
49-005-58100,Dallas,10
49-005-58101,Dallas,10
49-005-58102,Dallas,10
49-005-58103,Dallas,10
49-005-58104,Dallas,10
49-005-58105,Dallas,10
49-005-58152,Pearson Draw,10
49-005-58154,Pearson Draw,10
49-005-58157,Pearson Draw,10
49-005-58159,Pearson Draw,10
49-005-58161,Pearson Draw,10
49-005-58163,Surfer,10
49-005-58164,Surfer,10
49-005-58165,Surfer,10
49-005-58166,Surfer,10
49-005-58168,Pearson Draw,10
49-005-58171,Pearson Draw,10
49-005-58175,Surfer,10
49-005-58176,Surfer,10
49-005-58177,Surfer,10
49-005-58178,Surfer,10
49-005-58179,Pearson Draw,10
49-005-58181,Pearson Draw,10
49-005-58183,Pearson Draw,10
49-005-58185,Pearson Draw,10
49-005-58186,Pearson Draw,10
49-005-58188,Pearson Draw,10
49-005-58191,Pearson Draw,10
49-005-58193,Pearson Draw,10
49-005-58195,Pearson Draw,10
49-005-58197,Pearson Draw,10
49-005-58199,Surfer,10
49-005-58201,Pearson Draw,10
49-005-58203,Pearson Draw,10
49-005-58205,Surfer,10
49-005-58207,Surfer,10
49-005-58209,Surfer,10
49-005-58213,Surfer,10
49-005-58215,Surfer,10
49-005-58217,Surfer,10
49-005-58219,Surfer,10
49-005-58221,Surfer,10
49-005-58223,Pearson Draw,10
49-005-58224,Surfer,10
49-005-58225,Surfer,10
49-005-58226,Surfer,10
49-005-58227,Surfer,10
49-005-58228,Surfer,10
49-005-58237,Surfer,10
49-005-58293,Sycamore,10
49-005-58294,Sycamore,10
49-005-58295,Sycamore,10
49-005-58296,Sycamore,10
49-005-58297,Sycamore,10
49-005-58298,Sycamore,10
49-005-58300,Sycamore,10
49-005-58301,Sycamore,10
49-005-58302,Sycamore,10
49-005-58303,Sycamore,10
49-005-58304,Sycamore,10
49-005-58305,Sycamore,10
49-005-58306,Sycamore,10
49-005-58307,Sycamore,10
49-005-58308,Sycamore,10
49-005-58309,Sycamore,10
49-005-58310,Sycamore,10
49-005-58311,Sycamore,10
49-005-58312,Sycamore,10
49-005-58313,Sycamore,10
49-005-58314,Sycamore,10
49-005-58315,Sycamore,10
49-005-58316,Sycamore,10
49-005-58317,Sycamore,10
49-005-58318,Sycamore,10
49-005-58319,Sycamore,10
49-005-58320,Sycamore,10
49-005-58321,Sycamore,10
49-005-58322,Sycamore,10
49-005-58323,Sycamore,10
49-005-58324,Sycamore,10
49-005-58325,Sycamore,10
49-005-58326,Sycamore,10
49-005-58327,Sycamore,10
49-005-58328,Sycamore,10
49-005-58329,Tabitha,10
49-005-58330,Sycamore,10
49-005-58356,The Chair,10
49-005-58391,Surfer,10
49-005-58392,Surfer,10
49-005-58424,Sagebrush,10
49-005-58433,Dallas,10
49-005-58450,Pearson Draw,10
49-005-58452,Pearson Draw,10
49-005-58454,Pearson Draw,10
49-005-58456,Pearson Draw,10
49-005-58459,Pearson Draw,10
49-005-58461,Pearson Draw,10
49-005-58462,Pearson Draw,10
49-005-58463,Surfer,10
49-005-58464,Pearson Draw,10
49-005-58465,Surfer,10
49-005-58466,Surfer,10
49-005-58467,Pearson Draw,10
49-005-58468,Pearson Draw,10
49-005-58469,Pearson Draw,10
49-005-58470,Pearson Draw,10
49-005-58471,Pearson Draw,10
49-005-58472,Pearson Draw,10
49-005-58474,Pearson Draw,10
49-005-58476,Pearson Draw,10
49-005-58477,Pearson Draw,10
49-005-58478,Pearson Draw,10
49-005-58479,Surfer,10
49-005-58587,Tabitha,10
49-005-58588,Tabitha,10
49-005-58589,Tabitha,10
49-005-58590,Pearson Draw,10
49-005-58591,Surfer,10
49-005-58592,Surfer,10
49-005-58593,Surfer,10
49-005-58594,Pearson Draw,10
49-005-58649,Tabitha,10
49-005-58650,Tabitha,10
49-005-58651,Tabitha,10
49-005-58652,Wildcat,10
49-005-58653,Sycamore,10
49-005-58654,Sycamore,10
49-005-58677,Wormwood,10
49-005-58678,Wormwood,10
49-005-58679,Wormwood,10
49-005-58680,Wormwood,10
49-005-58695,Sycamore,10
49-005-58697,Sycamore,10
49-005-58698,Gas Draw,10
49-005-58699,Chicken,10
49-005-58700,Chicken,10
49-005-58701,Chicken,10
49-005-58703,Chicken,10
49-005-58704,Chicken,10
49-005-58705,Chicken,10
49-005-58706,Chicken,10
49-005-58707,Chicken,10
49-005-58708,Chicken,10
49-005-58709,Chicken,10
49-005-58710,Chicken,10
49-005-58711,Chicken,10
49-005-58712,Chicken,10
49-005-58713,Chicken,10
49-005-58714,Chicken,10
49-005-58715,Chicken,10
49-005-58716,Chicken,10
49-005-58717,Chicken,10
49-005-58719,Chicken,10
49-005-58721,Chicken,10
49-005-58724,Chicken,10
49-005-58725,Gas Draw,10
49-005-58726,Chicken,10
49-005-58727,Chicken,10
49-005-58860,Dallas,10
49-005-58870,Sycamore,10
49-005-58872,Sycamore,10
49-005-58873,Sycamore,10
49-005-58875,Sycamore,10
49-005-58877,Sycamore,10
49-005-58879,Sycamore,10
49-005-58881,Sycamore,10
49-005-58884,Sycamore,10
49-005-58889,Sycamore,10
49-005-58891,Sycamore,10
49-005-58901,Sycamore,10
49-005-58903,Sycamore,10
49-005-58905,Sycamore,10
49-005-58906,Sycamore,10
49-005-58935,Tabitha,10
49-005-58936,Tabitha,10
49-005-58937,Tabitha,10
49-005-58939,ission,10
49-005-58940,ission,10
49-005-58942,ission,10
49-005-58943,ission,10
49-005-58944,ission,10
49-005-58945,ission,10
49-005-58946,ission,10
49-005-58989,The Chair,10
49-005-59032,ission,10
49-005-59033,ission,10
49-005-59034,ission,10
49-005-59035,ission,10
49-005-59036,ission,10
49-005-59038,ission,10
49-005-59039,ission,10
49-005-59040,ission,10
49-005-59041,ission,10
49-005-59042,ission,10
49-005-59043,ission,10
49-005-59044,ission,10
49-005-59045,ission,10
49-005-59046,ission,10
49-005-59047,Pearson Draw,10
49-005-59048,Pearson Draw,10
49-005-59106,Chicken,10
49-005-59107,Chicken,10
49-005-59108,Chicken,10
49-005-59115,Gas Draw,10
49-005-59116,Gas Draw,10
49-005-59117,Gas Draw,10
49-005-59118,Gas Draw,10
49-005-59119,Gas Draw,10
49-005-59120,Gas Draw,10
49-005-59121,Turbine,10
49-005-59122,Turbine,10
49-005-59123,Tabitha,10
49-005-59126,Sycamore,10
49-005-59127,Sycamore,10
49-005-59130,Sycamore,10
49-005-59131,Sycamore,10
49-005-59132,Sycamore,10
49-005-59133,Sycamore,10
49-005-59134,Sycamore,10
49-005-59135,Sycamore,10
49-005-59136,Sycamore,10
49-005-59137,Tabitha,10
49-005-59138,Sycamore,10
49-005-59139,Sycamore,10
49-005-59140,Sycamore,10
49-005-59142,Turbine,10
49-005-59143,Turbine,10
49-005-59144,Turbine,10
49-005-59145,Turbine,10
49-005-59146,Turbine,10
49-005-59147,Turbine,10
49-005-59148,Turbine,10
49-005-59149,Turbine,10
49-005-59150,Turbine,10
49-005-59151,Turbine,10
49-005-59152,Turbine,10
49-005-59153,Turbine,10
49-005-59154,Turbine,10
49-005-59155,Turbine,10
49-005-59156,Turbine,10
49-005-59157,Turbine,10
49-005-59158,Turbine,10
49-005-59159,Turbine,10
49-005-59160,Turbine,10
49-005-59161,Turbine,10
49-005-59162,Turbine,10
49-005-59163,Turbine,10
49-005-59164,Turbine,10
49-005-59165,Turbine,10
49-005-59166,Turbine,10
49-005-59167,Turbine,10
49-005-59168,Turbine,10
49-005-59169,Turbine,10
49-005-59170,Turbine,10
49-005-59171,Turbine,10
49-005-59172,Turbine,10
49-005-59173,Turbine,10
49-005-59174,Turbine,10
49-005-59175,Turbine,10
49-005-59176,Turbine,10
49-005-59177,Turbine,10
49-005-59178,Turbine,10
49-005-59179,Turbine,10
49-005-59180,Turbine,10
49-005-59181,Turbine,10
49-005-59182,Turbine,10
49-005-59183,Turbine,10
49-005-59184,Turbine,10
49-005-59185,Turbine,10
49-005-59186,Turbine,10
49-005-59187,Turbine,10
49-005-59188,Turbine,10
49-005-59189,Turbine,10
49-005-59190,Turbine,10
49-005-59191,Turbine,10
49-005-59192,Turbine,10
49-005-59193,Turbine,10
49-005-59194,Turbine,10
49-005-59195,Turbine,10
49-005-59196,Turbine,10
49-005-59197,Turbine,10
49-005-59198,Turbine,10
49-005-59199,Turbine,10
49-005-59200,Turbine,10
49-005-59201,Turbine,10
49-005-59202,Turbine,10
49-005-59203,Turbine,10
49-005-59204,Turbine,10
49-005-59205,Turbine,10
49-005-59206,Turbine,10
49-005-59207,Turbine,10
49-005-59208,Turbine,10
49-005-59209,Turbine,10
49-005-59210,Turbine,10
49-005-59213,Turbine,10
49-005-59214,Chicken,10
49-005-59216,Chicken,10
49-005-59217,Gas Draw,10
49-005-59230,Sycamore,10
49-005-59231,Sycamore,10
49-005-59237,ission,10
49-005-59238,ission,10
49-005-59239,ission,10
49-005-59265,ission,10
49-005-59266,ission,10
49-005-59267,ission,10
49-005-59268,ission,10
49-005-59291,Tabitha,10
49-005-59297,Sycamore,10
49-005-59318,Tabitha,10
49-005-59319,Sycamore,10
49-005-59329,Gas Draw,10
49-005-59346,Gas Draw,10
49-005-59347,Gas Draw,10
49-005-59348,Gas Draw,10
49-005-59349,Gas Draw,10
49-005-59351,Gas Draw,10
49-005-59364,Gas Draw,10
49-005-59365,Gas Draw,10
49-005-59366,Gas Draw,10
49-005-59367,Gas Draw,10
49-005-59368,Gas Draw,10
49-005-59369,Gas Draw,10
49-005-59370,Gas Draw,10
49-005-59372,Gas Draw,10
49-005-59432,Sycamore,10
49-005-59433,Sycamore,10
49-005-59434,Sycamore,10
49-005-59435,Tabitha,10
49-005-59436,Tabitha,10
49-005-59437,Tabitha,10
49-005-59438,Austin,10
49-005-59443,Turbine,10
49-005-59444,Turbine,10
49-005-59450,Sycamore,10
49-005-59451,Sycamore,10
49-005-59498,Dallas,10
49-005-59525,Tabitha,10
49-005-59526,Tabitha,10
49-005-59527,Tabitha,10
49-005-59528,Tabitha,10
49-005-59542,Sycamore,10
49-005-59545,Crenshaw Hill,10
49-005-59561,Dallas,10
49-005-59562,Dallas,10
49-005-59608,ustang,10
49-005-59611,ustang,10
49-005-59612,ustang,10
49-005-59619,Tabitha,10
49-005-59620,Tabitha,10
49-005-59621,Tabitha,10
49-005-59623,Tabitha,10
49-005-59624,ustang,10
49-005-59625,ustang,10
49-005-59626,ustang,10
49-005-59627,ustang,10
49-005-59628,Sycamore,10
49-005-59629,Sycamore,10
49-005-59630,Tabitha,10
49-005-59631,Tabitha,10
49-005-59632,Tabitha,10
49-005-59633,Tabitha,10
49-005-59634,Tabitha,10
49-005-59635,Tabitha,10
49-005-59636,Tabitha,10
49-005-59637,Tabitha,10
49-005-59638,Tabitha,10
49-005-59639,Tabitha,10
49-005-59640,ustang,10
49-005-59641,ustang,10
49-005-59642,ustang,10
49-005-59648,Tabitha,10
49-005-59662,Tabitha,10
49-005-59663,Tabitha,10
49-005-59664,Sycamore,10
49-005-59665,Tabitha,10
49-005-59666,Crenshaw Hill,10
49-005-59667,Tabitha,10
49-005-59668,ustang,10
49-005-59669,ustang,10
49-005-59670,Tabitha,10
49-005-59671,Tabitha,10
49-005-59672,Tabitha,10
49-005-59674,ustang,10
49-005-59675,ustang,10
49-005-59676,ustang,10
49-005-59677,Tabitha,10
49-005-59678,Tabitha,10
49-005-59679,Tabitha,10
49-005-59680,ustang,10
49-005-59681,ustang,10
49-005-59687,Wildcat,10
49-005-59698,ustang,10
49-005-59699,ustang,10
49-005-59701,Crenshaw Hill,10
49-005-59702,Crenshaw Hill,10
49-005-59703,ustang,10
49-005-59704,ustang,10
49-005-59705,ustang,10
49-005-59706,Crenshaw Hill,10
49-005-59712,Pebble Beach,10
49-005-59713,Pebble Beach,10
49-005-59714,Pebble Beach,10
49-005-59715,Pebble Beach,10
49-005-59716,Pebble Beach,10
49-005-59717,Chicken,10
49-005-59718,Pebble Beach,10
49-005-59808,Gas Draw,10
49-005-59813,Chicken,10
49-005-59815,Pebble Beach,10
49-005-59816,Pebble Beach,10
49-005-59823,Crenshaw Hill,10
49-005-59824,Crenshaw Hill,10
49-005-59825,Crenshaw Hill,10
49-005-59827,Crenshaw Hill,10
49-005-59829,Crenshaw Hill,10
49-005-59831,Crenshaw Hill,10
49-005-59839,Pebble Beach,10
49-005-59840,Pebble Beach,10
49-005-59865,West Pine Tree,10
49-005-59869,West Pine Tree,10
49-005-59870,West Pine Tree,10
49-005-59871,West Pine Tree,10
49-005-59876,West Pine Tree,10
