apicode,primary_screw,recip,sales_delivery_point
"49-019-24711","The Chair","Table ountain","Thunder Creek"
"49-019-24712","The Chair","Table ountain","Thunder Creek"
"49-019-24713","The Chair","Table ountain","Thunder Creek"
"49-019-24714","The Chair","Table ountain","Thunder Creek"
"49-019-24715","The Chair","Table ountain","Thunder Creek"
"49-019-24716","The Chair","Table ountain","Thunder Creek"
"49-019-24717","The Chair","Table ountain","Thunder Creek"
"49-019-24719","The Chair","Table ountain","Thunder Creek"
"49-019-24720","The Chair","Table ountain","Thunder Creek"
"49-019-24721","The Chair","Table ountain","Thunder Creek"
"49-019-24722","The Chair","Table ountain","Thunder Creek"
"49-019-24723","The Chair","Table ountain","Thunder Creek"
"49-019-24724","The Chair","Table ountain","Thunder Creek"
"49-019-24725","The Chair","Table ountain","Thunder Creek"
"49-019-24727","The Chair","Table ountain","Thunder Creek"
"49-019-24730","The Chair","Table ountain","Thunder Creek"
"49-019-24731","The Chair","Table ountain","Thunder Creek"
"49-019-24732","The Chair","Table ountain","Thunder Creek"
"49-019-24733","The Chair","Table ountain","Thunder Creek"
"49-019-24734","The Chair","Table ountain","Thunder Creek"
"49-019-24735","The Chair","Table ountain","Thunder Creek"
"49-019-24736","The Chair","Table ountain","Thunder Creek"
"49-019-24737","The Chair","Table ountain","Thunder Creek"
"49-019-24738","The Chair","Table ountain","Thunder Creek"
"49-019-24739","The Chair","Table ountain","Thunder Creek"
"49-019-24740","The Chair","Table ountain","Thunder Creek"
"49-019-24741","The Chair","Table ountain","Thunder Creek"
"49-019-24742","The Chair","Table ountain","Thunder Creek"
"49-019-24743","The Chair","Table ountain","Thunder Creek"
"49-019-24744","The Chair","Table ountain","Thunder Creek"
"49-019-24745","The Chair","Table ountain","Thunder Creek"
"49-019-24746","The Chair","Table ountain","Thunder Creek"
"49-019-24747","The Chair","Table ountain","Thunder Creek"
"49-019-24748","The Chair","Table ountain","Thunder Creek"
"49-019-24749","The Chair","Table ountain","Thunder Creek"
"49-019-24750","The Chair","Table ountain","Thunder Creek"
"49-019-24751","The Chair","Table ountain","Thunder Creek"
"49-019-24752","The Chair","Table ountain","Thunder Creek"
"49-019-24768","errill eadows","Bombsite","Fort Union"
"49-019-24770","errill eadows","Bombsite","Fort Union"
"49-019-24771","errill eadows","Bombsite","Fort Union"
"49-019-24772","Bridge Draw","Flying Creek","Fort Union"
"49-019-24773","errill eadows","Bombsite","Fort Union"
"49-019-24774","Glasair","Legacy","Fort Union"
"49-019-24775","errill eadows","Bombsite","Fort Union"
"49-019-24776","errill eadows","Bombsite","Fort Union"
"49-019-24777","Bridge Draw","Flying Creek","Fort Union"
"49-019-24778","errill eadows","Bombsite","Fort Union"
"49-019-24779","Glasair","Legacy","Fort Union"
"49-019-24780","errill eadows","Bombsite","Fort Union"
"49-019-24781","errill eadows","Bombsite","Fort Union"
"49-019-24782","Bridge Draw","Flying Creek","Fort Union"
"49-019-24783","errill eadows","Bombsite","Fort Union"
"49-019-24784","Bridge Draw","Flying Creek","Fort Union"
"49-019-24785","ark","ark","Fort Union"
"49-019-24786","ark","ark","Fort Union"
"49-019-24788","ark","ark","Fort Union"
"49-019-24789","ark","ark","Fort Union"
"49-019-24790","ark","ark","Fort Union"
"49-019-24791","ark","ark","Fort Union"
"49-019-24799","Cessna","Falcon","Fort Union"
"49-019-24800","Cessna","Falcon","Fort Union"
"49-019-24801","Cessna","Falcon","Fort Union"
"49-019-24802","Cessna","Falcon","Fort Union"
"49-019-24803","Cessna","Falcon","Fort Union"
"49-019-24804","Cessna","Falcon","Fort Union"
"49-019-24805","Cessna","Falcon","Fort Union"
"49-019-24806","Cessna","Falcon","Fort Union"
"49-019-24810","Citation","Falcon","Fort Union"
"49-019-24811","Cessna","Falcon","Fort Union"
"49-019-24812","Citation","Falcon","Fort Union"
"49-019-24813","Citation","Falcon","Fort Union"
"49-019-24814","Citation","Falcon","Fort Union"
"49-019-24815","Citation","Falcon","Fort Union"
"49-019-24816","Citation","Falcon","Fort Union"
"49-019-24817","Citation","Falcon","Fort Union"
"49-019-24818","Citation","Falcon","Fort Union"
"49-019-24826","Big Cat","Whiskey Draw","Fort Union"
"49-019-24828","Bruin","Bear Draw","Fort Union"
"49-019-24829","Bruin","Bear Draw","Fort Union"
"49-019-24831","Bruin","Bear Draw","Fort Union"
"49-019-24832","Bruin","Bear Draw","Fort Union"
"49-019-24833","Bruin","Bear Draw","Fort Union"
"49-019-24834","Bruin","Bear Draw","Fort Union"
"49-019-24835","Bruin","Bear Draw","Fort Union"
"49-019-24836","Dallas","Fletcher/Tex","Fort Union"
"49-019-24837","Dallas","Fletcher/Tex","Fort Union"
"49-019-24838","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24839","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24840","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24841","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24842","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24843","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24844","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24845","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24846","Dallas","Fletcher/Tex","Fort Union"
"49-019-24847","Dallas","Fletcher/Tex","Fort Union"
"49-019-24848","Dallas","Fletcher/Tex","Fort Union"
"49-019-24849","Dallas","Fletcher/Tex","Fort Union"
"49-019-24850","Dallas","Fletcher/Tex","Fort Union"
"49-019-24851","Dallas","Fletcher/Tex","Fort Union"
"49-019-24852","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24854","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24878","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24879","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24880","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24881","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24882","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24883","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24884","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24885","Irvine","Fletcher/Tex","Fort Union"
"49-019-24886","Irvine","Fletcher/Tex","Fort Union"
"49-019-24887","Irvine","Fletcher/Tex","Fort Union"
"49-019-24888","Irvine","Fletcher/Tex","Fort Union"
"49-019-24889","Irvine","Fletcher/Tex","Fort Union"
"49-019-24890","Irvine","Fletcher/Tex","Fort Union"
"49-019-24891","Irvine","Fletcher/Tex","Fort Union"
"49-019-24892","Irvine","Fletcher/Tex","Fort Union"
"49-019-24893","Irvine","Fletcher/Tex","Fort Union"
"49-019-24894","Irvine","Fletcher/Tex","Fort Union"
"49-019-24895","Irvine","Fletcher/Tex","Fort Union"
"49-019-24896","Irvine","Fletcher/Tex","Fort Union"
"49-019-24897","Irvine","Fletcher/Tex","Fort Union"
"49-019-24898","Irvine","Fletcher/Tex","Fort Union"
"49-019-24899","Irvine","Fletcher/Tex","Fort Union"
"49-019-24900","Irvine","Fletcher/Tex","Fort Union"
"49-019-24902","Irvine","Fletcher/Tex","Fort Union"
"49-019-24903","Irvine","Fletcher/Tex","Fort Union"
"49-019-24906","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24907","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24908","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24909","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24910","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24911","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24912","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24913","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24914","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-24915","Big ike","onarch","Fort Union"
"49-019-24916","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24917","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24924","Cessna","Falcon","Fort Union"
"49-019-24925","Cessna","Falcon","Fort Union"
"49-019-24926","Cessna","Falcon","Fort Union"
"49-019-24927","Cessna","Falcon","Fort Union"
"49-019-24928","Cessna","Falcon","Fort Union"
"49-019-24933","Cessna","Falcon","Fort Union"
"49-019-24934","Cessna","Falcon","Fort Union"
"49-019-24935","Cessna","Falcon","Fort Union"
"49-019-24937","Cessna","Falcon","Fort Union"
"49-019-24938","Cessna","Falcon","Fort Union"
"49-019-24939","Cessna","Falcon","Fort Union"
"49-019-24940","Cessna","Falcon","Fort Union"
"49-019-24941","Cessna","Falcon","Fort Union"
"49-019-24942","Cessna","Falcon","Fort Union"
"49-019-24944","Cessna","Falcon","Fort Union"
"49-019-24945","Cessna","Falcon","Fort Union"
"49-019-24946","Cessna","Falcon","Fort Union"
"49-019-24947","Cessna","Falcon","Fort Union"
"49-019-24949","Cessna","Falcon","Fort Union"
"49-019-24950","Cessna","Falcon","Fort Union"
"49-019-24953","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24954","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24955","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24956","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-24959","Jeff","CCF","Fort Union"
"49-019-24962","Jeff","CCF","Fort Union"
"49-019-24963","Cessna","Falcon","Fort Union"
"49-019-24964","Cessna","Falcon","Fort Union"
"49-019-24966","Cessna","Falcon","Fort Union"
"49-019-24967","Cessna","Falcon","Fort Union"
"49-019-24970","Bridge Draw","Flying Creek","Fort Union"
"49-019-24971","Bridge Draw","Flying Creek","Fort Union"
"49-019-24972","Bridge Draw","Flying Creek","Fort Union"
"49-019-24973","Astra","Westwind","Fort Union"
"49-019-24974","Astra","Westwind","Fort Union"
"49-019-24975","Bridge Draw","Flying Creek","Fort Union"
"49-019-24976","Crow","Indian Creek","Thunder Creek"
"49-019-24984","Big Cat","Whiskey Draw","Fort Union"
"49-019-24985","Big ike","onarch","Fort Union"
"49-019-24986","Big Cat","Whiskey Draw","Fort Union"
"49-019-24987","Big Cat","Whiskey Draw","Fort Union"
"49-019-24988","Big Cat","Whiskey Draw","Fort Union"
"49-019-24989","Big Cat","Whiskey Draw","Fort Union"
"49-019-24990","Big Cat","Whiskey Draw","Fort Union"
"49-019-24991","Big Cat","Whiskey Draw","Fort Union"
"49-019-24992","Big Cat","Whiskey Draw","Fort Union"
"49-019-24993","Big Cat","Whiskey Draw","Fort Union"
"49-019-24994","Big Cat","Whiskey Draw","Fort Union"
"49-019-24995","Big Cat","Whiskey Draw","Fort Union"
"49-019-24998","Cessna","Falcon","Fort Union"
"49-019-25007","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-25008","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-25009","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-25010","Dallas","Fletcher/Tex","Fort Union"
"49-019-25011","Dallas","Fletcher/Tex","Fort Union"
"49-019-25013","Deer Gulch","Falcon","Fort Union"
"49-019-25018","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25019","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25023","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-25024","Dry Fork","Fletcher/Tex","Fort Union"
"49-019-25025","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25026","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25027","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25028","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25029","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25030","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25031","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25032","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25033","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25034","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25035","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25037","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25038","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25039","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25040","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25042","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25043","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25046","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25047","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25048","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25049","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25050","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25051","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25052","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25053","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25054","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25055","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25056","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25057","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25058","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25059","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25060","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25061","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25063","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25064","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25065","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25067","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25068","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25069","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25071","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25072","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25073","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25074","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25075","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25077","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25078","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25079","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25080","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25084","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25085","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25086","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25087","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25088","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25089","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25090","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25092","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25093","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25094","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25095","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25096","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25097","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25098","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25099","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25101","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25102","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25103","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25104","Pine Ridge","Fletcher/Tex","Fort Union"
"49-019-25133","Pebble Beach","Augusta","Fort Union"
"49-019-25134","Pebble Beach","Augusta","Fort Union"
"49-019-25138","Bruin","Bear Draw","Fort Union"
"49-019-25139","Bruin","Bear Draw","Fort Union"
